קיים כבר בספריא,שם הספר,שם הקובץ,קטגורייה,auto,noc
FALSE,אלול,16413,היום יום - חבד,,1
FALSE,רמב''ם,,הלכה,,
FALSE,טור,,הלכה,,
FALSE,שולחן ערוך,,הלכה,,
FALSE,ערוך השולחן - אורח חיים,,הלכה,,
FALSE,שולחן ערוך הרב,,הלכה,,
FALSE,קיצור שולחן ערוך,,הלכה,,
FALSE,קיצור ש''ע ילקוט יוסף החדש,,הלכה,,
FALSE,ספר החינוך,,הלכה,,
FALSE,פניני הלכה,,הלכה,,
FALSE,טהרה - נשים,,הלכה,,
FALSE,שונות,,הלכה,,
FALSE,שו''ת איגרות משה,,הלכה,,
FALSE,ספר החינוך,500113,הלכה,,1
FALSE,קיצור ספר חרדים רבי אלעזר אזכרי,500114,הלכה,,1
FALSE,ספר המצוות,3502,רמב''ם,,1
FALSE,משנה תורה,,רמב''ם,,
FALSE,הקדמה,3501,משנה תורה,,1
FALSE,ספר המדע,,משנה תורה,,
FALSE,ספר אהבה,,משנה תורה,,
FALSE,ספר זמנים,,משנה תורה,,
FALSE,ספר נשים,,משנה תורה,,
FALSE,ספר קדושה,,משנה תורה,,
FALSE,ספר הפלאה,,משנה תורה,,
FALSE,ספר זרעים,,משנה תורה,,
FALSE,ספר עבודה,,משנה תורה,,
FALSE,ספר הקרבנות,,משנה תורה,,
FALSE,ספר טהרה,,משנה תורה,,
FALSE,ספר נזיקין,,משנה תורה,,
FALSE,ספר קנין,,משנה תורה,,
FALSE,ספר משפטים,,משנה תורה,,
FALSE,ספר שופטים,,משנה תורה,,
FALSE,הלכות יסודי התורה,350301,ספר המדע,,1
FALSE,הלכות דעות,350302,ספר המדע,,1
FALSE,הלכות תלמוד תורה,350303,ספר המדע,,1
FALSE,הלכות עבודת כוכבים וחקותיהם,350304,ספר המדע,,1
FALSE,הלכות תשובה,350305,ספר המדע,,1
FALSE,הלכות קריאת שמע,350401,ספר אהבה,,1
FALSE,הלכות תפלה,350402,ספר אהבה,,1
FALSE,הלכות תפילין ומזוזה וספר תורה,350403,ספר אהבה,,1
FALSE,הלכות ציצית,350404,ספר אהבה,,1
FALSE,הלכות ברכות,350405,ספר אהבה,,1
FALSE,הלכות מילה,350406,ספר אהבה,,1
FALSE,סדר תפלות כל השנה,350407,ספר אהבה,,1
FALSE,הלכות שבת,350501,ספר זמנים,,1
FALSE,הלכות עירובין,350502,ספר זמנים,,1
FALSE,הלכות שביתת עשור,350503,ספר זמנים,,1
FALSE,הלכות שביתת יום טוב,350504,ספר זמנים,,1
FALSE,הלכות חמץ ומצה,350505,ספר זמנים,,1
FALSE,הלכות שופר וסוכה ולולב,350506,ספר זמנים,,1
FALSE,הלכות שקלים,350507,ספר זמנים,,1
FALSE,הלכות קדוש החדש,350508,ספר זמנים,,1
FALSE,הלכות תענית,350509,ספר זמנים,,1
FALSE,הלכות מגילה וחנוכה,350510,ספר זמנים,,1
FALSE,הלכות אישות,350601,ספר נשים,,1
FALSE,הלכות גירושין,350602,ספר נשים,,1
FALSE,הלכות יבום וחליצה,350603,ספר נשים,,1
FALSE,הלכות נערה בתולה,350604,ספר נשים,,1
FALSE,הלכות סוטה,350605,ספר נשים,,1
FALSE,הלכות איסורי ביאה,350701,ספר קדושה,,1
FALSE,הלכות מאכלות אסורות,350702,ספר קדושה,,1
FALSE,הלכות שחיטה,350703,ספר קדושה,,1
FALSE,הלכות שבועות,350801,ספר הפלאה,,1
FALSE,הלכות נדרים,350802,ספר הפלאה,,1
FALSE,הלכות נזירות,350803,ספר הפלאה,,1
FALSE,הלכות ערכין וחרמין,350804,ספר הפלאה,,1
FALSE,הלכות כלאים,350901,ספר זרעים,,1
FALSE,הלכות מתנות עניים,350902,ספר זרעים,,1
FALSE,הלכות תרומות,350903,ספר זרעים,,1
FALSE,הלכות מעשר,350904,ספר זרעים,,1
FALSE,הלכות מעשר שני ונטע רבעי,350905,ספר זרעים,,1
FALSE,הלכות בכורים,350906,ספר זרעים,,1
FALSE,הלכות שמיטה ויובל,350907,ספר זרעים,,1
FALSE,הלכות בית הבחירה,351001,ספר עבודה,,1
FALSE,הלכות כלי המקדש והעובדים בו,351002,ספר עבודה,,1
FALSE,הלכות ביאת המקדש,351003,ספר עבודה,,1
FALSE,הלכות איסורי מזבח,351004,ספר עבודה,,1
FALSE,הלכות מעשה הקרבנות,351005,ספר עבודה,,1
FALSE,הלכות תמידין ומוספין,351006,ספר עבודה,,1
FALSE,הלכות פסולי המוקדשין,351007,ספר עבודה,,1
FALSE,הלכות עבודת יום הכפורים,351008,ספר עבודה,,1
FALSE,הלכות מעילה,351009,ספר עבודה,,1
FALSE,הלכות קרבן פסח,351101,ספר הקרבנות,,1
FALSE,הלכות חגיגה,351102,ספר הקרבנות,,1
FALSE,הלכות בכורות,351103,ספר הקרבנות,,1
FALSE,הלכות שגגות,351104,ספר הקרבנות,,1
FALSE,הלכות מחוסרי כפרה,351105,ספר הקרבנות,,1
FALSE,הלכות תמורה,351106,ספר הקרבנות,,1
FALSE,הלכות טומאת מת,351201,ספר טהרה,,1
FALSE,הלכות פרה אדומה,351202,ספר טהרה,,1
FALSE,הלכות טומאת צרעת,351203,ספר טהרה,,1
FALSE,הלכות מטמאי משכב ומושב,351204,ספר טהרה,,1
FALSE,הלכות שאר אבות הטומאות,351205,ספר טהרה,,1
FALSE,הלכות טומאת אוכלין,351206,ספר טהרה,,1
FALSE,הלכות כלים,351207,ספר טהרה,,1
FALSE,הלכות מקואות,351208,ספר טהרה,,1
FALSE,הלכות נזקי ממון,351301,ספר נזיקין,,1
FALSE,הלכות גניבה,351302,ספר נזיקין,,1
FALSE,הלכות גזלה ואבדה,351303,ספר נזיקין,,1
FALSE,הלכות חובל ומזיק,351304,ספר נזיקין,,1
FALSE,הלכות רוצח ושמירת נפש,351305,ספר נזיקין,,1
FALSE,הלכות מכירה,351401,ספר קנין,,1
FALSE,הלכות זכיה ומתנה,351402,ספר קנין,,1
FALSE,הלכות שכנים,351403,ספר קנין,,1
FALSE,הלכות שלוחין ושותפים,351404,ספר קנין,,1
FALSE,הלכות עבדים,351405,ספר קנין,,1
FALSE,הלכות שכירות,351501,ספר משפטים,,1
FALSE,הלכות שאלה ופקדון,351502,ספר משפטים,,1
FALSE,הלכות מלוה ולוה,351503,ספר משפטים,,1
FALSE,הלכות טוען ונטען,351504,ספר משפטים,,1
FALSE,הלכות נחלות,351505,ספר משפטים,,1
FALSE,הלכות סנהדרין,351601,ספר שופטים,,1
FALSE,הלכות עדות,351602,ספר שופטים,,1
FALSE,הלכות ממרים,351603,ספר שופטים,,1
FALSE,הלכות אבל,351604,ספר שופטים,,1
FALSE,הלכות מלכים ומלחמותיהם,351605,ספר שופטים,,1
FALSE,טור אורח חיים,141,טור,,1
FALSE,שלחן ערוך - אורח חיים,,שולחן ערוך,,
FALSE,שלחן ערוך - יורה דעה,,שולחן ערוך,,
FALSE,שלחן ערוך חשן משפט,,שולחן ערוך,,
FALSE,שלחן ערוך - אבן העזר,,שולחן ערוך,,
FALSE,הלכות הנהגת אדם בבוקר,7001,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ציצית,7002,שלחן ערוך - אורח חיים,,1
FALSE,הלכות תפילין,7003,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכת השחר ושאר ברכות,7004,שלחן ערוך - אורח חיים,,1
FALSE,הלכות קריאת שמע,7005,שלחן ערוך - אורח חיים,,1
FALSE,הלכות תפלה,7006,שלחן ערוך - אורח חיים,,1
FALSE,הלכות נשיאת כפים,7007,שלחן ערוך - אורח חיים,,1
FALSE,הלכות נפילת אפים,7008,שלחן ערוך - אורח חיים,,1
FALSE,הלכות קריאת ספר תורה,7009,שלחן ערוך - אורח חיים,,1
FALSE,הלכות בית הכנסת,7010,שלחן ערוך - אורח חיים,,1
FALSE,הלכות משא ומתן,7011,שלחן ערוך - אורח חיים,,1
FALSE,הלכות נטילת ידים,7012,שלחן ערוך - אורח חיים,,1
FALSE,הלכות בציעת הפת,7013,שלחן ערוך - אורח חיים,,1
FALSE,הלכות דברים הנוהגים בסעודה,7014,שלחן ערוך - אורח חיים,,1
FALSE,הלכות מים אחרונים,7015,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכת המזון,7016,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכת הפירות,7017,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכת הבשמים,7018,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכת הנסים,7019,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכות הודאות,7020,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ברכות,7021,שלחן ערוך - אורח חיים,,1
FALSE,הלכות תפלת המנחה,7022,שלחן ערוך - אורח חיים,,1
FALSE,"הלכות קריאת שמע, ותפלה של ערבית",7023,שלחן ערוך - אורח חיים,,1
FALSE,הלכות צניעות,7024,שלחן ערוך - אורח חיים,,1
FALSE,הלכות שבת,7025,שלחן ערוך - אורח חיים,,1
FALSE,הלכות תחומין,7026,שלחן ערוך - אורח חיים,,1
FALSE,הלכות עירובי תחומין,7027,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ראש חודש,7028,שלחן ערוך - אורח חיים,,1
FALSE,הלכות פסח,7029,שלחן ערוך - אורח חיים,,1
FALSE,הלכות יום טוב,7030,שלחן ערוך - אורח חיים,,1
FALSE,הלכות חול המועד,7031,שלחן ערוך - אורח חיים,,1
FALSE,הלכות תשעה באב ושאר תעניות,7032,שלחן ערוך - אורח חיים,,1
FALSE,הלכות תענית,7033,שלחן ערוך - אורח חיים,,1
FALSE,הלכות ראש השנה,7034,שלחן ערוך - אורח חיים,,1
FALSE,הלכות יום הכיפורים,7035,שלחן ערוך - אורח חיים,,1
FALSE,הלכות סוכה,7036,שלחן ערוך - אורח חיים,,1
FALSE,הלכות לולב,7037,שלחן ערוך - אורח חיים,,1
FALSE,הלכות חנוכה,7038,שלחן ערוך - אורח חיים,,1
FALSE,הלכות מגילה ופורים,7039,שלחן ערוך - אורח חיים,,1
FALSE,הלכות שחיטה,7301,שלחן ערוך - יורה דעה,,1
FALSE,הלכות טריפות,7302,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מתנות כהונה,7303,שלחן ערוך - יורה דעה,,1
FALSE,הלכות אבר מן החי,7304,שלחן ערוך - יורה דעה,,1
FALSE,הלכות בשר שנתעלם מן העין,7305,שלחן ערוך - יורה דעה,,1
FALSE,הלכות חלב,7306,שלחן ערוך - יורה דעה,,1
FALSE,הלכות דם,7307,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מליחה,7308,שלחן ערוך - יורה דעה,,1
FALSE,סימני בהמה וחיה טהורה,7309,שלחן ערוך - יורה דעה,,1
FALSE,דיני דברים היוצאים מן החי,7310,שלחן ערוך - יורה דעה,,1
FALSE,דיני עוף טהור,7311,שלחן ערוך - יורה דעה,,1
FALSE,דיני דגים,7312,שלחן ערוך - יורה דעה,,1
FALSE,דיני תולעים,7313,שלחן ערוך - יורה דעה,,1
FALSE,הלכות ביצים,7314,שלחן ערוך - יורה דעה,,1
FALSE,הלכות בשר בחלב,7315,שלחן ערוך - יורה דעה,,1
FALSE,הלכות תערובות,7316,שלחן ערוך - יורה דעה,,1
FALSE,דיני פת ושלקות וחלב וגבינה של עובדי כוכבים,7317,שלחן ערוך - יורה דעה,,1
FALSE,הלכות הכשר כלים,7318,שלחן ערוך - יורה דעה,,1
FALSE,הלכות נותן טעם לפגם,7319,שלחן ערוך - יורה דעה,,1
FALSE,הלכות יין נסך,7320,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כלי היין,7321,שלחן ערוך - יורה דעה,,1
FALSE,הלכות עבודת כוכבים,7322,שלחן ערוך - יורה דעה,,1
FALSE,הלכות רבית,7323,שלחן ערוך - יורה דעה,,1
FALSE,הלכות חקות העובדי כוכבים,7324,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מעונן ומכשף,7325,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כתובת קעקע וקריחה,7326,שלחן ערוך - יורה דעה,,1
FALSE,הלכות גילוח,7327,שלחן ערוך - יורה דעה,,1
FALSE,הלכות לא ילבש גבר וכו',7328,שלחן ערוך - יורה דעה,,1
FALSE,הלכות טהרה,7329,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מקואות,7330,שלחן ערוך - יורה דעה,,1
FALSE,הלכות נדרים,7331,שלחן ערוך - יורה דעה,,1
FALSE,הלכות שבועות,7332,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כבוד אב ואם,7333,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כבוד רבו ות'ח,7334,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כבוד תלמיד חכם,7335,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מלמדים,7336,שלחן ערוך - יורה דעה,,1
FALSE,הלכות תלמוד תורה,7337,שלחן ערוך - יורה דעה,,1
FALSE,הלכות צדקה,7338,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מילה,7339,שלחן ערוך - יורה דעה,,1
FALSE,הלכות עבדים,7340,שלחן ערוך - יורה דעה,,1
FALSE,הלכות גרים,7341,שלחן ערוך - יורה דעה,,1
FALSE,הלכות ספר תורה,7342,שלחן ערוך - יורה דעה,,1
FALSE,הלכות מזוזה,7343,שלחן ערוך - יורה דעה,,1
FALSE,הלכות שלוח הקן,7344,שלחן ערוך - יורה דעה,,1
FALSE,הלכות חדש,7345,שלחן ערוך - יורה דעה,,1
FALSE,הלכות ערלה,7346,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כלאי אילן,7347,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כלאי הכרם,7348,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כלאי זרעים,7349,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כלאי בהמה,7350,שלחן ערוך - יורה דעה,,1
FALSE,הלכות כלאי בגדים,7351,שלחן ערוך - יורה דעה,,1
FALSE,הלכות פדיון בכור,7352,שלחן ערוך - יורה דעה,,1
FALSE,הלכות בכור בהמה טהורה,7353,שלחן ערוך - יורה דעה,,1
FALSE,הלכות פטר חמור,7354,שלחן ערוך - יורה דעה,,1
FALSE,הלכות חלה,7355,שלחן ערוך - יורה דעה,,1
FALSE,הלכות תרומות ומעשרות ומתנות עניים וראשית הגז,7356,שלחן ערוך - יורה דעה,,1
FALSE,הלכות נידוי וחרם,7357,שלחן ערוך - יורה דעה,,1
FALSE,הלכות ביקור חולים ורפואה ונוטה למות וגוסס,7358,שלחן ערוך - יורה דעה,,1
FALSE,הלכות קריעה,7359,שלחן ערוך - יורה דעה,,1
FALSE,הלכות אנינות,7360,שלחן ערוך - יורה דעה,,1
FALSE,הלכות אבילות,7361,שלחן ערוך - יורה דעה,,1
FALSE,הלכות דיינים,7401,שלחן ערוך חשן משפט,,1
FALSE,הלכות עדות,7402,שלחן ערוך חשן משפט,,1
FALSE,הלכות הלוואה,7403,שלחן ערוך חשן משפט,,1
FALSE,הלכות טוען ונטען,7404,שלחן ערוך חשן משפט,,1
FALSE,הלכות גביית מלוה,7405,שלחן ערוך חשן משפט,,1
FALSE,הלכות גביית חוב מהיתומים,7406,שלחן ערוך חשן משפט,,1
FALSE,הלכות גביית חוב מנכסים משועבדים,7407,שלחן ערוך חשן משפט,,1
FALSE,הלכות אפותיקי,7408,שלחן ערוך חשן משפט,,1
FALSE,הלכות העושה שליח לגבות חוב,7409,שלחן ערוך חשן משפט,,1
FALSE,הלכות הרשאה,7410,שלחן ערוך חשן משפט,,1
FALSE,הלכות ערב,7411,שלחן ערוך חשן משפט,,1
FALSE,הלכות חזקת מטלטלין,7412,שלחן ערוך חשן משפט,,1
FALSE,הלכות חזקת קרקעות,7413,שלחן ערוך חשן משפט,,1
FALSE,הלכות נזקי שכנים,7414,שלחן ערוך חשן משפט,,1
FALSE,הלכות שותפים בקרקע,7415,שלחן ערוך חשן משפט,,1
FALSE,הלכות חלוקת שותפות,7416,שלחן ערוך חשן משפט,,1
FALSE,הלכות מצרנות,7417,שלחן ערוך חשן משפט,,1
FALSE,הלכות שותפים,7418,שלחן ערוך חשן משפט,,1
FALSE,הלכות שלוחין,7419,שלחן ערוך חשן משפט,,1
FALSE,הלכות מקח וממכר,7420,שלחן ערוך חשן משפט,,1
FALSE,הלכות אונאה ומקח טעות,7421,שלחן ערוך חשן משפט,,1
FALSE,הלכות מתנה,7422,שלחן ערוך חשן משפט,,1
FALSE,הלכות מתנת שכיב מרע,7423,שלחן ערוך חשן משפט,,1
FALSE,הלכות אבידה ומציאה,7424,שלחן ערוך חשן משפט,,1
FALSE,הלכות פריקה וטעינה ודין הולכי דרכים,7425,שלחן ערוך חשן משפט,,1
FALSE,הלכות הפקר ונכסי הגר,7426,שלחן ערוך חשן משפט,,1
FALSE,הלכות נחלות,7427,שלחן ערוך חשן משפט,,1
FALSE,הלכות אפוטרופוס,7428,שלחן ערוך חשן משפט,,1
FALSE,הלכות פקדון,7429,שלחן ערוך חשן משפט,,1
FALSE,הלכות שומר שכר,7430,שלחן ערוך חשן משפט,,1
FALSE,הלכות אומנים,7431,שלחן ערוך חשן משפט,,1
FALSE,הלכות שוכר,7432,שלחן ערוך חשן משפט,,1
FALSE,הלכות חכירות וקבלנות,7433,שלחן ערוך חשן משפט,,1
FALSE,הלכות שכירות פועלים,7434,שלחן ערוך חשן משפט,,1
FALSE,הלכות שאלה,7435,שלחן ערוך חשן משפט,,1
FALSE,הלכות גניבה,7436,שלחן ערוך חשן משפט,,1
FALSE,הלכות גזילה,7437,שלחן ערוך חשן משפט,,1
FALSE,הלכות נזיקין,7438,שלחן ערוך חשן משפט,,1
FALSE,הלכות מאבד ממון חבירו בידים ומוסר ומלשין,7439,שלחן ערוך חשן משפט,,1
FALSE,הלכות נזקי ממון,7440,שלחן ערוך חשן משפט,,1
FALSE,הלכות חובל בחבירו,7441,שלחן ערוך חשן משפט,,1
FALSE,הלכות פריה ורביה,7501,שלחן ערוך - אבן העזר,,1
FALSE,הלכות אישות,7502,שלחן ערוך - אבן העזר,,1
FALSE,הלכות קידושין,7503,שלחן ערוך - אבן העזר,,1
FALSE,הלכות כתובות,7504,שלחן ערוך - אבן העזר,,1
FALSE,הלכות גיטין,7505,שלחן ערוך - אבן העזר,,1
FALSE,הלכות מיאון,7506,שלחן ערוך - אבן העזר,,1
FALSE,הלכות יבום,7507,שלחן ערוך - אבן העזר,,1
FALSE,הלכות חליצה,7508,שלחן ערוך - אבן העזר,,1
FALSE,הלכות הנהגת אדם בבוקר,151,ערוך השולחן - אורח חיים,,1
FALSE,הלכות ציצית,152,ערוך השולחן - אורח חיים,,1
FALSE,הלכות תפילין,153,ערוך השולחן - אורח חיים,,1
FALSE,הלכות ברכת השחר ושאר ברכות,154,ערוך השולחן - אורח חיים,,1
FALSE,הלכות קריאת שמע,155,ערוך השולחן - אורח חיים,,1
FALSE,הלכות תפלה,156,ערוך השולחן - אורח חיים,,1
FALSE,הלכות נשיאת כפים,157,ערוך השולחן - אורח חיים,,1
FALSE,הלכות נפילת אפים,158,ערוך השולחן - אורח חיים,,1
FALSE,הלכות קריאת ספר תורה,159,ערוך השולחן - אורח חיים,,1
FALSE,הלכות בית הכנסת,160,ערוך השולחן - אורח חיים,,1
FALSE,הלכות משא ומתן,161,ערוך השולחן - אורח חיים,,1
FALSE,הלכות נטילת ידים,162,ערוך השולחן - אורח חיים,,1
FALSE,הלכות ברכות,163,ערוך השולחן - אורח חיים,,1
FALSE,הלכות שבת,164,ערוך השולחן - אורח חיים,,1
FALSE,הלכות תחומין,165,ערוך השולחן - אורח חיים,,1
FALSE,הלכות עירובי תחומין,166,ערוך השולחן - אורח חיים,,1
FALSE,הלכות ראש חודש,167,ערוך השולחן - אורח חיים,,1
FALSE,הלכות פסח,168,ערוך השולחן - אורח חיים,,1
FALSE,הלכות יום טוב,169,ערוך השולחן - אורח חיים,,1
FALSE,הלכות חול המועד,170,ערוך השולחן - אורח חיים,,1
FALSE,הלכות תשעה באב ושאר תעניות,171,ערוך השולחן - אורח חיים,,1
FALSE,הלכות תענית,172,ערוך השולחן - אורח חיים,,1
FALSE,הלכות ראש השנה,173,ערוך השולחן - אורח חיים,,1
FALSE,הלכות יום הכיפורים,174,ערוך השולחן - אורח חיים,,1
FALSE,הלכות סוכה,175,ערוך השולחן - אורח חיים,,1
FALSE,הלכות לולב,176,ערוך השולחן - אורח חיים,,1
FALSE,הלכות חנוכה,177,ערוך השולחן - אורח חיים,,1
FALSE,הלכות מגילה ופורים,178,ערוך השולחן - אורח חיים,,1
FALSE,אורח חיים חלק א,,שולחן ערוך הרב,,
FALSE,אורח חיים חלק ב,,שולחן ערוך הרב,,
FALSE,אורח חיים חלק ג,,שולחן ערוך הרב,,
FALSE,אורח חיים חלק ד,,שולחן ערוך הרב,,
FALSE,יורה דעה,,שולחן ערוך הרב,,
FALSE,חשן משפט,,שולחן ערוך הרב,,
FALSE,הלכות השכמת הבוקר,7101,אורח חיים חלק א,,1
FALSE,הלכות הנהגת אדם בבקר,7102,אורח חיים חלק א,,1
FALSE,הלכות נטילת ידים,7103,אורח חיים חלק א,,1
FALSE,הלכות ציצית,7104,אורח חיים חלק א,,1
FALSE,הלכות תפילין,7105,אורח חיים חלק א,,1
FALSE,הלכות ברכות השחר,7106,אורח חיים חלק א,,1
FALSE,הלכות קריאת שמע,7107,אורח חיים חלק א,,1
FALSE,הלכות תפלה,7108,אורח חיים חלק א,,1
FALSE,הלכות נשיאת כפים,7109,אורח חיים חלק א,,1
FALSE,הלכות נפילת אפים,7110,אורח חיים חלק א,,1
FALSE,הלכות תלמוד תורה,7111,אורח חיים חלק א,,1
FALSE,הלכות משא ומתן,7112,אורח חיים חלק א,,1
FALSE,הלכות נטילת ידים,7113,אורח חיים חלק א,,1
FALSE,הלכות בציעת הפת,7114,אורח חיים חלק א,,1
FALSE,הלכות ברכות שבסעודה,7115,אורח חיים חלק א,,1
FALSE,הלכות מים אחרונים,7116,אורח חיים חלק א,,1
FALSE,הלכות ברכת המזון,7117,אורח חיים חלק א,,1
FALSE,הלכות ברכת הפירות,7118,אורח חיים חלק א,,1
FALSE,קונטרס אחרון,7146,אורח חיים חלק א,,1
FALSE,הלכות שבת,7119,אורח חיים חלק ב,,1
FALSE,הלכות עירובין,7120,אורח חיים חלק ב,,1
FALSE,קונטרס אחרון,7147,אורח חיים חלק ב,,1
FALSE,הלכות פסח,7121,אורח חיים חלק ג,,1
FALSE,קונטרס אחרון,7148,אורח חיים חלק ג,,1
FALSE,הלכות יום טוב,7122,אורח חיים חלק ד,,1
FALSE,הלכות ראש השנה,7123,אורח חיים חלק ד,,1
FALSE,הלכות יום הכיפורים,7124,אורח חיים חלק ד,,1
FALSE,הלכות סוכה,7125,אורח חיים חלק ד,,1
FALSE,הלכות לולב,7126,אורח חיים חלק ד,,1
FALSE,קונטרס אחרון,7149,אורח חיים חלק ד,,1
FALSE,הלכות שחיטה,7127,יורה דעה,,1
FALSE,הלכות טריפות,7128,יורה דעה,,1
FALSE,הלכות רבית והלכות עיסקא,7129,יורה דעה,,1
FALSE,הלכות נדה,7130,יורה דעה,,1
FALSE,דיני תקוני המקוה ועשייתה,7131,יורה דעה,,1
FALSE,הלכות תלמוד תורה,7132,יורה דעה,,1
FALSE,קונטרס אחרון,7150,יורה דעה,,1
FALSE,הלכות הלואה,7133,חשן משפט,,1
FALSE,הלכות עדות ושטרות ושלישות,7134,חשן משפט,,1
FALSE,הלכות מכירה ומתנה ושליח ואפוטרופוס,7135,חשן משפט,,1
FALSE,הלכות אונאה וגניבת דעת,7136,חשן משפט,,1
FALSE,הלכות מדות ומשקלות והפקעת שערים,7137,חשן משפט,,1
FALSE,הלכות מציאה ופקדון,7138,חשן משפט,,1
FALSE,הלכות עוברי דרכים וצער בעלי חיים,7139,חשן משפט,,1
FALSE,הלכות הפקר והשגת גבול,7140,חשן משפט,,1
FALSE,הלכות גזלה וגנבה,7141,חשן משפט,,1
FALSE,הלכות נזקי ממון,7142,חשן משפט,,1
